Sitting Day,Senate Link,Reps Link
27/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-27/toc_sgml/senate 1995-06-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-27/toc_sgml/reps 1995-06-27.sgm
26/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-26/toc_sgml/senate 1995-06-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-26/toc_sgml/reps 1995-06-26.sgm
22/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-22/toc_sgml/senate 1995-06-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-22/toc_sgml/reps 1995-06-22.sgm
21/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-21/toc_sgml/senate 1995-06-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-21/toc_sgml/reps 1995-06-21.sgm
20/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-20/toc_sgml/senate 1995-06-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-20/toc_sgml/reps 1995-06-20.sgm
19/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-19/toc_sgml/senate 1995-06-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-19/toc_sgml/reps 1995-06-19.sgm
9/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-09/toc_sgml/senate 1995-06-09.sgm,
8/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-08/toc_sgml/senate 1995-06-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-08/toc_sgml/reps 1995-06-08.sgm
7/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-07/toc_sgml/senate 1995-06-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-07/toc_sgml/reps 1995-06-07.sgm
6/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-06/toc_sgml/senate 1995-06-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-06/toc_sgml/reps 1995-06-06.sgm
5/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-05/toc_sgml/senate 1995-06-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-05/toc_sgml/reps 1995-06-05.sgm
1/06/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-06-01/toc_sgml/senate 1995-06-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-06-01/toc_sgml/reps 1995-06-01.sgm
31/05/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-05-31/toc_sgml/senate 1995-05-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-05-31/toc_sgml/reps 1995-05-31.sgm
30/05/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-05-30/toc_sgml/senate 1995-05-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-05-30/toc_sgml/reps 1995-05-30.sgm
29/05/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-05-29/toc_sgml/senate 1995-05-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-05-29/toc_sgml/reps 1995-05-29.sgm
11/05/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-05-11/toc_sgml/senate 1995-05-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-05-11/toc_sgml/reps 1995-05-11.sgm
10/05/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-05-10/toc_sgml/senate 1995-05-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-05-10/toc_sgml/reps 1995-05-10.sgm
9/05/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-05-09/toc_sgml/senate 1995-05-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-05-09/toc_sgml/reps 1995-05-09.sgm
30/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-30/toc_sgml/senate 1995-03-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-30/toc_sgml/reps 1995-03-30.sgm
29/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-29/toc_sgml/senate 1995-03-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-29/toc_sgml/reps 1995-03-29.sgm
28/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-28/toc_sgml/senate 1995-03-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-28/toc_sgml/reps 1995-03-28.sgm
27/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-27/toc_sgml/senate 1995-03-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-27/toc_sgml/reps 1995-03-27.sgm
23/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-23/toc_sgml/senate 1995-03-23.sgm,
22/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-22/toc_sgml/senate 1995-03-22.sgm,
21/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-21/toc_sgml/senate 1995-03-21.sgm,
9/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-09/toc_sgml/senate 1995-03-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-09/toc_sgml/reps 1995-03-09.sgm
8/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-08/toc_sgml/senate 1995-03-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-08/toc_sgml/reps 1995-03-08.sgm
7/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-07/toc_sgml/senate 1995-03-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-07/toc_sgml/reps 1995-03-07.sgm
6/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-06/toc_sgml/senate 1995-03-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-06/toc_sgml/reps 1995-03-06.sgm
2/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-02/toc_sgml/senate 1995-03-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-02/toc_sgml/reps 1995-03-02.sgm
1/03/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-03-01/toc_sgml/senate 1995-03-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-03-01/toc_sgml/reps 1995-03-01.sgm
28/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-28/toc_sgml/senate 1995-02-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-28/toc_sgml/reps 1995-02-28.sgm
27/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-27/toc_sgml/senate 1995-02-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-27/toc_sgml/reps 1995-02-27.sgm
9/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-09/toc_sgml/senate 1995-02-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-09/toc_sgml/reps 1995-02-09.sgm
8/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-08/toc_sgml/senate 1995-02-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-08/toc_sgml/reps 1995-02-08.sgm
7/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-07/toc_sgml/senate 1995-02-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-07/toc_sgml/reps 1995-02-07.sgm
6/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-06/toc_sgml/senate 1995-02-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-06/toc_sgml/reps 1995-02-06.sgm
2/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-02/toc_sgml/senate 1995-02-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-02/toc_sgml/reps 1995-02-02.sgm
1/02/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-02-01/toc_sgml/senate 1995-02-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-02-01/toc_sgml/reps 1995-02-01.sgm
31/01/1995,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1995-01-31/toc_sgml/senate 1995-01-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1995-01-31/toc_sgml/reps 1995-01-31.sgm
9/12/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-12-09/toc_sgml/senate 1994-12-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-12-09/toc_sgml/reps 1994-12-09.sgm
8/12/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-12-08/toc_sgml/senate 1994-12-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-12-08/toc_sgml/reps 1994-12-08.sgm
7/12/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-12-07/toc_sgml/senate 1994-12-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-12-07/toc_sgml/reps 1994-12-07.sgm
6/12/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-12-06/toc_sgml/senate 1994-12-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-12-06/toc_sgml/reps 1994-12-06.sgm
5/12/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-12-05/toc_sgml/senate 1994-12-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-12-05/toc_sgml/reps 1994-12-05.sgm
1/12/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-12-01/toc_sgml/senate 1994-12-01.sgm,
30/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-30/toc_sgml/senate 1994-11-30.sgm,
29/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-29/toc_sgml/senate 1994-11-29.sgm,
28/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-28/toc_sgml/senate 1994-11-28.sgm,
17/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-17/toc_sgml/senate 1994-11-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-17/toc_sgml/reps 1994-11-17.sgm
16/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-16/toc_sgml/senate 1994-11-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-16/toc_sgml/reps 1994-11-16.sgm
15/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-15/toc_sgml/senate 1994-11-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-15/toc_sgml/reps 1994-11-15.sgm
14/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-14/toc_sgml/senate 1994-11-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-14/toc_sgml/reps 1994-11-14.sgm
10/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-10/toc_sgml/senate 1994-11-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-10/toc_sgml/reps 1994-11-10.sgm
9/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-09/toc_sgml/senate 1994-11-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-09/toc_sgml/reps 1994-11-09.sgm
8/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-08/toc_sgml/senate 1994-11-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-08/toc_sgml/reps 1994-11-08.sgm
7/11/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-11-07/toc_sgml/senate 1994-11-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-11-07/toc_sgml/reps 1994-11-07.sgm
20/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-20/toc_sgml/senate 1994-10-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-20/toc_sgml/reps 1994-10-20.sgm
19/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-19/toc_sgml/senate 1994-10-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-19/toc_sgml/reps 1994-10-19.sgm
18/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-18/toc_sgml/senate 1994-10-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-18/toc_sgml/reps 1994-10-18.sgm
17/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-17/toc_sgml/senate 1994-10-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-17/toc_sgml/reps 1994-10-17.sgm
13/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-13/toc_sgml/senate 1994-10-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-13/toc_sgml/reps 1994-10-13.sgm
12/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-12/toc_sgml/senate 1994-10-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-12/toc_sgml/reps 1994-10-12.sgm
11/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-11/toc_sgml/senate 1994-10-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-11/toc_sgml/reps 1994-10-11.sgm
10/10/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-10-10/toc_sgml/senate 1994-10-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-10-10/toc_sgml/reps 1994-10-10.sgm
22/09/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-09-22/toc_sgml/senate 1994-09-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-09-22/toc_sgml/reps 1994-09-22.sgm
21/09/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-09-21/toc_sgml/senate 1994-09-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-09-21/toc_sgml/reps 1994-09-21.sgm
20/09/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-09-20/toc_sgml/senate 1994-09-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-09-20/toc_sgml/reps 1994-09-20.sgm
19/09/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-09-19/toc_sgml/senate 1994-09-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-09-19/toc_sgml/reps 1994-09-19.sgm
1/09/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-09-01/toc_sgml/senate 1994-09-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-09-01/toc_sgml/reps 1994-09-01.sgm
31/08/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-08-31/toc_sgml/senate 1994-08-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-08-31/toc_sgml/reps 1994-08-31.sgm
30/08/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-08-30/toc_sgml/senate 1994-08-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-08-30/toc_sgml/reps 1994-08-30.sgm
29/08/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-08-29/toc_sgml/senate 1994-08-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-08-29/toc_sgml/reps 1994-08-29.sgm
25/08/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-08-25/toc_sgml/senate 1994-08-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-08-25/toc_sgml/reps 1994-08-25.sgm
24/08/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-08-24/toc_sgml/senate 1994-08-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-08-24/toc_sgml/reps 1994-08-24.sgm
23/08/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-08-23/toc_sgml/senate 1994-08-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-08-23/toc_sgml/reps 1994-08-23.sgm
30/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-30/toc_sgml/senate 1994-06-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-30/toc_sgml/reps 1994-06-30.sgm
29/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-29/toc_sgml/senate 1994-06-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-29/toc_sgml/reps 1994-06-29.sgm
28/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-28/toc_sgml/senate 1994-06-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-28/toc_sgml/reps 1994-06-28.sgm
27/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-27/toc_sgml/senate 1994-06-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-27/toc_sgml/reps 1994-06-27.sgm
23/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-23/toc_sgml/senate 1994-06-23.sgm,
22/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-22/toc_sgml/senate 1994-06-22.sgm,
21/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-21/toc_sgml/senate 1994-06-21.sgm,
20/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-20/toc_sgml/senate 1994-06-20.sgm,
9/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-09/toc_sgml/senate 1994-06-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-09/toc_sgml/reps 1994-06-09.sgm
8/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-08/toc_sgml/senate 1994-06-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-08/toc_sgml/reps 1994-06-08.sgm
7/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-07/toc_sgml/senate 1994-06-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-07/toc_sgml/reps 1994-06-07.sgm
6/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-06/toc_sgml/senate 1994-06-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-06/toc_sgml/reps 1994-06-06.sgm
2/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-02/toc_sgml/senate 1994-06-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-02/toc_sgml/reps 1994-06-02.sgm
1/06/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-06-01/toc_sgml/senate 1994-06-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-06-01/toc_sgml/reps 1994-06-01.sgm
31/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-31/toc_sgml/senate 1994-05-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-31/toc_sgml/reps 1994-05-31.sgm
30/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-30/toc_sgml/senate 1994-05-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-30/toc_sgml/reps 1994-05-30.sgm
12/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-12/toc_sgml/senate 1994-05-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-12/toc_sgml/reps 1994-05-12.sgm
11/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-11/toc_sgml/senate 1994-05-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-11/toc_sgml/reps 1994-05-11.sgm
10/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-10/toc_sgml/senate 1994-05-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-10/toc_sgml/reps 1994-05-10.sgm
9/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-09/toc_sgml/senate 1994-05-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-09/toc_sgml/reps 1994-05-09.sgm
5/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-05/toc_sgml/senate 1994-05-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-05/toc_sgml/reps 1994-05-05.sgm
4/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-04/toc_sgml/senate 1994-05-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-04/toc_sgml/reps 1994-05-04.sgm
3/05/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-05-03/toc_sgml/senate 1994-05-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-05-03/toc_sgml/reps 1994-05-03.sgm
24/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-24/toc_sgml/senate 1994-03-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-03-24/toc_sgml/reps 1994-03-24.sgm
23/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-23/toc_sgml/senate 1994-03-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-03-23/toc_sgml/reps 1994-03-23.sgm
22/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-22/toc_sgml/senate 1994-03-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-03-22/toc_sgml/reps 1994-03-22.sgm
17/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-17/toc_sgml/senate 1994-03-17.sgm,
16/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-16/toc_sgml/senate 1994-03-16.sgm,
15/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-15/toc_sgml/senate 1994-03-15.sgm,
14/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-14/toc_sgml/senate 1994-03-14.sgm,
3/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-03/toc_sgml/senate 1994-03-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-03-03/toc_sgml/reps 1994-03-03.sgm
2/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-02/toc_sgml/senate 1994-03-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-03-02/toc_sgml/reps 1994-03-02.sgm
1/03/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-03-01/toc_sgml/senate 1994-03-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-03-01/toc_sgml/reps 1994-03-01.sgm
28/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-28/toc_sgml/senate 1994-02-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-28/toc_sgml/reps 1994-02-28.sgm
24/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-24/toc_sgml/senate 1994-02-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-24/toc_sgml/reps 1994-02-24.sgm
23/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-23/toc_sgml/senate 1994-02-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-23/toc_sgml/reps 1994-02-23.sgm
22/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-22/toc_sgml/senate 1994-02-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-22/toc_sgml/reps 1994-02-22.sgm
21/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-21/toc_sgml/senate 1994-02-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-21/toc_sgml/reps 1994-02-21.sgm
10/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-10/toc_sgml/senate 1994-02-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-10/toc_sgml/reps 1994-02-10.sgm
9/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-09/toc_sgml/senate 1994-02-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-09/toc_sgml/reps 1994-02-09.sgm
8/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-08/toc_sgml/senate 1994-02-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-08/toc_sgml/reps 1994-02-08.sgm
7/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-07/toc_sgml/senate 1994-02-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-07/toc_sgml/reps 1994-02-07.sgm
3/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-03/toc_sgml/senate 1994-02-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-03/toc_sgml/reps 1994-02-03.sgm
2/02/1994,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1994-02-02/toc_sgml/senate 1994-02-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1994-02-02/toc_sgml/reps 1994-02-02.sgm
